,link,location,district,HouseType,total price,Update,Building,Object status,Location of the house,Home type,The floor,Built-up area,Usable area,Floor area,Land area,Garden area,Store,Move-in date,Water,Heating,Gas,Garbage,Transport,Communication,Energy efficiency of the building,Barrier-free,Equipment,companyName,proximityIndex,Index,Note on price,Electricity,Indicator of energy efficiency of the building,Object location,Parking,Garage,Year of reconstruction,Lift,Cena,Year of approval,Telecommunication,Certificate of energy performance of the building,Swimming pool,Number of flats,Housing costs,Discounted,Original price,Pool area,Ceiling height,Condition,Soil construction,Starting price,Expert opinion,Minimum bid,Auction principal,Type of auction,Place of auction,The date of the auction,Auction decree,Expert opinion.1,Inspection date,Sale start date,Minimum purchase price,The date of the 1st inspection,The date of the 2nd inspection,Date of completion of construction,Inspection date to,locationLat,locationLong,price,provize,právního,dph,poplatků,cena k jednání
3483,https://www.sreality.cz/detail/prodej/dum/rodinny/ruda-ruda-rakovnicka/3858806348,"Rakovnická, Ruda",rakovnik,"rodinne-domy
",7 490 000 Kč za nemovitost,30.09.2022,Cihlová,Dobrý,Samostatný,Přízemní,1 včetně 1 podzemního,150.0,120,150.0,734.0,600.0,20 m2,,"Místní zdroj, Dálkový vodovod",Ústřední tuhá paliva,Plynovod,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,1.0,0,Andrea Nováková - NOVA REALITY,1702.6153846153843,3641,Nothing,"230V, 400V",,Klidná část obce,,1.0,1970.0,,,,"Telefon, Internet, Ostatní",,,,,,,,,,,,,,,,,,,,,,,,,,,50.1403306,13.8628558,7490000,,,,,
5205,https://www.sreality.cz/detail/prodej/dum/rodinny/kamen-kamen-/1721182028,"Kámen, okres Pelhřimov",pelhrimov,"rodinne-domy
",3 181 500 Kč za nemovitost,17.10.2022,Smíšená,Dobrý,Samostatný,Přízemní,1,,125,,364.0,,,,Dálkový vodovod,"Lokální tuhá paliva, Lokální elektrické",,Jímka,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,803.125,5441,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Klidná část obce,2.0,,2019.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.4232875,15.0158602,3181500,,,,,
4138,https://www.sreality.cz/detail/prodej/dum/rodinny/cesky-krumlov-plesivec-5--kvetna/3631987036,"5. května, Český Krumlov - Plešivec",cesky-krumlov,"rodinne-domy
",6 990 000 Kč za nemovitost,14.09.2022,Smíšená,Dobrý,Řadový,Patrový,2,,150,,492.0,,,Ihned,Dálkový vodovod,"Lokální elektrické, Ústřední dálkové",,Veřejná kanalizace,"Vlak, Silnice, MHD",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,758.8823529411765,4334,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,230V,,Okraj obce,2.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8031261,14.3133179,6990000,,,,,
2373,https://www.sreality.cz/detail/prodej/dum/rodinny/horni-bezdekov-horni-bezdekov-/967116364,"Horní Bezděkov, okres Kladno",kladno,"rodinne-domy
",25 000 000 Kč za nemovitost,07.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,,206,,2816.0,,,Ihned,"Místní zdroj, Dálkový vodovod",Lokální plynové,Plynovod,,"Dálnice, Silnice, Autobus","Betonová, Dlážděná, Asfaltová, Neupravená",Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,0.0,1,NEXT REALITY KLADNO,1599.2307692307693,2483,Nothing,"230V, 400V",,Centrum obce,,1.0,2018.0,,,,,Zobrazit průkaz energetické náročnosti budovy,1.0,,10000,,,36 m2,,,,,,,,,,,,,,,,,,,,50.0822476,14.0674878,25000000,,,,,
1663,https://www.sreality.cz/detail/prodej/dum/rodinny/jirikov-stary-jirikov-prazska/939206476,"Pražská, Jiříkov - Starý Jiříkov",decin,"rodinne-domy
",1 490 000 Kč za nemovitost,12.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Patrový,2,125.0,150,,350.0,,,01.01.2023,,,,,,,Třída G - Mimořádně nehospodárná,,,RealitasFIN s.r.o.,1302.1176470588234,1741,včetně poplatků a právního servisu,,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9887431,14.5721112,1490000,,True,,True,
4933,https://www.sreality.cz/detail/prodej/dum/rodinny/havlickuv-brod--/1028958028,"Havlíčkův Brod, okres Havlíčkův Brod",havlickuv-brod,"rodinne-domy
",3 950 000 Kč za nemovitost,12.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Přízemní,1 včetně 1 podzemního,,153,,1867.0,,1,,Dálkový vodovod,Lokální tuhá paliva,Plynovod,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,,Havlíčkobrodská realitní,513.4444444444445,5157,+ provize RK,400V,,Okraj obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.607079,15.5794883,3950000,True,,,,
4163,https://www.sreality.cz/detail/prodej/dum/chalupa/pridoli-zahoranky-/716757596,"Přídolí - Zahořánky, okres Český Krumlov",cesky-krumlov,"chalupy
",12 700 000 Kč za nemovitost,10.10.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,3,1073.0,277,,3199.0,,1,Ihned,,,,ČOV pro celý objekt,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,1,RE/MAX Anděl,3152.625,4359,Cena včetně provize a právního servisu,,,Klidná část obce,1.0,,,,,,,,1.0,,,,,24 m2,,,,,,,,,,,,,,,,,,,,48.7605007,14.3751088,12700000,True,True,,,
4029,https://www.sreality.cz/detail/prodej/dum/zemedelska-usedlost/horni-knezeklady-dolni-knezeklady-/168605516,"Horní Kněžeklady - Dolní Kněžeklady, okres České Budějovice",ceske-budejovice,"zemedelske-usedlosti
",5 990 000 Kč za nemovitost,19.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2,788.0,425,,2846.0,2058.0,1,Ihned,Dálkový vodovod,Lokální tuhá paliva,,Jímka,,,Třída G - Mimořádně nehospodárná,1.0,1,MAXXUS REALITY,2063.0,4218,včetně právního servisu,230V,,Klidná část obce,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1978097,14.4904044,5990000,,True,,,
5122,https://www.sreality.cz/detail/prodej/dum/rodinny/jihlava-jihlava-5--kvetna/2374792780,"5. května, Jihlava",jihlava,"rodinne-domy
",9 900 000 Kč za nemovitost,Dnes,Cihlová,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,115.0,282,,950.0,835.0,55 m2,Ihned,Dálkový vodovod,,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná,,,Reality ČR Karel Papoušek,1066.0,5354,včetně všech služeb,"230V, 400V",,Klidná část obce,10.0,1.0,,,,,"Telefon, Kabelová televize",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,49.4208076,15.5928795,9900000,,,,,
2086,https://www.sreality.cz/detail/prodej/dum/chata/tynec-nad-sazavou-chrast-nad-sazavou-/3946927692,"Týnec nad Sázavou - Chrást nad Sázavou, okres Benešov",benesov,"chaty
",1 900 000 Kč za nemovitost,23.08.2022,Cihlová,Před rekonstrukcí,Samostatný,Přízemní,,,19,,980.0,,,,,Lokální tuhá paliva,,,Vlak,Asfaltová,,,0,100klíčů,1429.625,2183,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",230V,,Okraj obce,,,,0.0,,,,,,,500,,,,,,,,,,,,,,,,12.07.2022 00:00,,,,,,,49.83055735,14.592807399359188,1900000,True,True,True,True,
5596,https://www.sreality.cz/detail/prodej/dum/rodinny/zachrastany-zachrastany-/3869476428,"Zachrašťany, okres Hradec Králové",hradec-kralove,"rodinne-domy
",3 700 000 Kč za nemovitost,07.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Přízemní,2 včetně 1 podzemního,,150,,625.0,,,,"Místní zdroj, Dálkový vodovod",Lokální elektrické,,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,2115.2,5859,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,230V,,Okraj obce,2.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2111442,15.48298,3700000,,,,,
1289,https://www.sreality.cz/detail/prodej/dum/rodinny/jimlin-zemechy-/766862924,"Jimlín - Zeměchy, okres Louny",louny,"rodinne-domy
",3 199 000 Kč za nemovitost,11.10.2022,Smíšená,Dobrý,Samostatný,Patrový,2,583.0,150,150.0,923.0,340.0,1,Ihned,Dálkový vodovod,Ústřední tuhá paliva,,"Veřejná kanalizace, Septik","Vlak, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,0.0,,Nemovitosti SEVER s.r.o.,2493.333333333333,1347,Kupní cena včetně provize zprostředkovatele a právního servisu,230V,,,3.0,,,,,,"Internet, Satelit, Ostatní",,,,,,,,,,,,,,,,,,,,,,,,,,,50.3272559,13.7491536,3199000,True,True,,,
2778,https://www.sreality.cz/detail/prodej/dum/rodinny/dolni-chvatliny-dolni-chvatliny-/3713566540,"Dolní Chvatliny, okres Kolín",kolin,"rodinne-domy
",12 850 000 Kč za nemovitost,17.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2,,4034,,4034.0,,,,Místní zdroj,"Lokální elektrické, Jiné",,Septik,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,2221.928571428572,2908,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Klidná část obce,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.980501,15.0692848,12850000,,,,,
2853,https://www.sreality.cz/detail/prodej/dum/chalupa/nebovidy-hluboky-dul-/47118156,"Nebovidy - Hluboký Důl, okres Kolín",kolin,"chalupy
",4 800 000 Kč za nemovitost,14.10.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,2,111.0,144,,490.0,,1,Ihned,"Dálkový vodovod, Studna",,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,RE/MAX Partner,2026.4117647058824,2988,Nothing,,,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00238,15.2231,4800000,,,,,
1952,https://www.sreality.cz/detail/prodej/dum/rodinny/porici-nad-sazavou-porici-nad-sazavou-u-vrby/392780124,"U Vrby, Poříčí nad Sázavou",benesov,"rodinne-domy
",14 999 000 Kč za nemovitost,17.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3,140.0,280,,1106.0,966.0,1,,Dálkový vodovod,Lokální plynové,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice, Autobus",Asfaltová,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,,1,KORUS Capital s.r.o.,1583.0625,2047,Nothing,230V,,,1.0,1.0,2019.0,,,2005.0,"Telefon, Internet, Satelit, Kabelová televize, Kabelové rozvody, Ostatní",,,,,,,,,,,,,,,,,,,,,,,,,,,49.8455096,14.6625303,14999000,,,,,
640,https://www.sreality.cz/detail/prodej/dum/rodinny/bezverov-vlkosov-/445331548,"Bezvěrov - Vlkošov, okres Plzeň-sever",plzen-sever,"rodinne-domy
",2 599 000 Kč za nemovitost,14.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,120.0,180,220.0,677.0,,1,Ihned,Dálkový vodovod,Ústřední tuhá paliva,,Septik,Silnice,Asfaltová,Třída G - Mimořádně nehospodárná,,,INSTINKT REALITY,3460.5,666,Nothing,"230V, 400V",,Klidná část obce,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0115287,13.1130306,2599000,,,,,
4015,https://www.sreality.cz/detail/prodej/dum/chata/herman-herman-/4058146380,"Heřmaň, okres České Budějovice",ceske-budejovice,"chaty
",900 000 Kč za nemovitost (k jednání),26.09.2022,Dřevěná,Dobrý,Samostatný,Přízemní,,33.0,50,,33.0,,,,Dálkový vodovod,,,,,,,,1,Bidli,2045.8333333333333,4204,Nothing,230V,,Klidná část obce,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9113551,14.5036621,900000,,,,,
5332,https://www.sreality.cz/detail/prodej/dum/undefined/bohdalin-bohdalin-/427284044,"Bohdalín, okres Pelhřimov",pelhrimov,"vicegeneracni-domy
",16 900 000 Kč za nemovitost,20.10.2022,Cihlová,Novostavba,Samostatný,Patrový,3,171.0,331,331.0,35089.0,,,,,,,ČOV pro celý objekt,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,,MARTEN & PARTNERS s.r.o.,2544.714285714286,5576,Nothing,230V,,Okraj obce,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3076778,15.0158407,16900000,,,,,
1131,https://www.sreality.cz/detail/prodej/dum/vila/teplice-teplice-jasanova/1878927180,"Jasanová, Teplice",teplice,"vily
",12 500 000 Kč za nemovitost,19.10.2022,Cihlová,Novostavba,Samostatný,Přízemní,3,209.0,388,,631.0,,,,,,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0,RE/MAX Professional Partners,872.4444444444445,1181,cena zahrnuje veškeré poplatky spojené s prodejem,,,Klidná část obce,,,,,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6248744,13.8200453,12500000,,,,,
443,https://www.sreality.cz/detail/prodej/dum/rodinny/stribro-stribro-/2247415372,"Stříbro, okres Tachov",tachov,"rodinne-domy
",6 950 000 Kč za nemovitost,21.10.2022,Cihlová,Velmi dobrý,Samostatný,Přízemní,,,120,,750.0,,,Ihned,,,,,,,Třída C - Úsporná,,,"Broker Consulting, a.s.",1143.5,464,Nothing,,,,1.0,1.0,,,,2011.0,,Zobrazit průkaz energetické náročnosti budovy,,,6300,,,,,,,,,,,,,,,,,,,,,,,49.7556926,12.98820565209418,6950000,,,,,
156,https://www.sreality.cz/detail/prodej/dum/rodinny/jachymov-jachymov-mincovni/1397503564,"Mincovní, Jáchymov",karlovy-vary,"rodinne-domy
",5 990 000 Kč za nemovitost,21.10.2022,Smíšená,Velmi dobrý,Řadový,Patrový,3,212.0,265,,945.0,,1,Ihned,Dálkový vodovod,Ústřední tuhá paliva,Plynovod,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,RE/MAX Anděl,788.5833333333334,160,Nothing,230V,,Centrum obce,1.0,1.0,,,,,Satelit,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3696941,12.9150963,5990000,,,,,
4643,https://www.sreality.cz/detail/prodej/dum/chata/velka-turna-velka-turna-/482445132,"Velká Turná, okres Strakonice",strakonice,"chaty
",6 750 000 Kč za nemovitost,13.09.2022,Dřevěná,Dobrý,Samostatný,Přízemní,,233.0,233,,9491.0,,,,,,,,,,,,,"GAUTE, a.s.",2248.5454545454545,4855,"bez poplatků, včetně provize",,,Okraj obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3398925,13.9591203,6750000,True,,,,
234,https://www.sreality.cz/detail/prodej/dum/rodinny/karlovy-vary-stara-role-zizkova/3155474252,"Žižkova, Karlovy Vary - Stará Role",karlovy-vary,"rodinne-domy
",16 000 000 Kč za nemovitost,06.09.2022,Smíšená,Před rekonstrukcí,,Patrový,3 včetně 1 podzemního,143.0,221,221.0,1030.0,,1,,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída F - Velmi nehospodárná,,,ISSO - Inženýrské stavby Sokolov,1147.578947368421,245,Nothing,,"182,0 kWh/m^2 za rok",Okraj obce,1.0,1.0,2022.0,0.0,,1970.0,"Telefon, Internet",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,50.2456192,12.818899,16000000,,,,,
3000,https://www.sreality.cz/detail/prodej/dum/chata/nymburk-nymburk-v-lodici/2602743372,"V Lodici, Nymburk",nymburk,"chaty
",279 000 Kč za nemovitost,21.10.2022,Montovaná,Špatný,Samostatný,Přízemní,1,10.0,10,10.0,200.0,200.0,,Ihned,Místní zdroj,,,,"Vlak, Silnice, Autobus","Asfaltová, Neupravená",,0.0,,Finanční a Realitní servis,763.6111111111111,3140,"cena je uvedena včetně kompletního právního servisu, roční nájemné za pozemek ve výši cca 1.000.- Kč",,,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1966615,15.0367677,279000,,True,,,
3627,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-slivenec-k-holyni/2541373788,"K Holyni, Praha 5 - Slivenec",praha-5,"rodinne-domy
",12 900 000 Kč za nemovitost,18.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Patrový,,,100,,795.0,,,,"Dálkový vodovod, Studna",,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná,,,Quantum reality,1400.904761904762,3791,včetně provize RK,"230V, 400V",,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0211177,14.3587519,12900000,True,,,,
584,https://www.sreality.cz/detail/prodej/dum/chata/mirosov-mirosov-u-cihelny/3473254220,"U Cihelny, Mirošov",rokycany,"chaty
",2 200 000 Kč za nemovitost,16.10.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,3,,60,,575.0,,,,Místní zdroj,Lokální tuhá paliva,,Septik,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,1,M&M reality,1252.75,608,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Klidná část obce,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6910111,13.6703227,2200000,,,,,
4269,https://www.sreality.cz/detail/prodej/dum/rodinny/cesky-rudolec-markvarec-/3613201996,"Český Rudolec - Markvarec, okres Jindřichův Hradec",jindrichuv-hradec,"rodinne-domy
",2 500 000 Kč za nemovitost,04.10.2022,Kamenná,Před rekonstrukcí,Samostatný,Patrový,1,532.0,110,,2342.0,,,,,,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,Částečně,RE/MAX Dynamic,2046.125,4473,Nothing,,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0893247,15.3174744,2500000,,,,,
3715,https://www.sreality.cz/detail/prodej/dum/chata/praha-zbraslav-strnady/482846284,"Strnady, Praha 5 - Zbraslav",praha-5,"chaty
",5 490 000 Kč za nemovitost,Dnes,Cihlová,Po rekonstrukci,Samostatný,Patrový,2,47.0,77,,484.0,437.0,1,,Studna,"Lokální elektrické, Jiné",,Jímka,"Silnice, Autobus","Asfaltová, Neupravená",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,Částečně,Pavel Pekárek reality s.r.o.,1603.5,3884,včetně provize a právního servisu,"230V, 400V",,Klidná část obce,,,,,,,Internet,Zobrazit průkaz energetické náročnosti budovy,,,"5300,-",,,,,,,,,,,,,,,,,,,,,,,49.9449375,14.3913669,5490000,True,True,,,
5286,https://www.sreality.cz/detail/prodej/dum/rodinny/rynarec-rynarec-/2776582748,"Rynárec, okres Pelhřimov",pelhrimov,"rodinne-domy
",2 990 000 Kč za nemovitost,10.10.2022,Cihlová,Velmi dobrý,Samostatný,Přízemní,1,154.0,312,312.0,260.0,,,,Dálkový vodovod,Ústřední tuhá paliva,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,,UNIMEX-INVEST,2117.5625,5529,Nothing,,,Centrum obce,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3896032,15.2347226,2990000,,,,,
3146,https://www.sreality.cz/detail/prodej/dum/rodinny/pribram-pribram-vi-brezove-hory-karla-hojdena/2554463820,"Karla Hojdena, Příbram - Příbram VI-Březové Hory",pribram,"rodinne-domy
",10 900 000 Kč za nemovitost (k jednání),17.10.2022,Montovaná,Velmi dobrý,Samostatný,Patrový,3,180.0,200,2726.0,2726.0,2400.0,,Ihned,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0.0,Částečně,Arka reality,701.3157894736842,3295,Nothing,400V,,,1.0,1.0,,,,,Satelit,,,,,,,,,,,,,,,,,,,,,,,,,,,49.687435,13.996273,10900000,,,,,
1054,https://www.sreality.cz/detail/prodej/dum/rodinny/velke-chvojno-male-chvojno-/4009547596,"Velké Chvojno - Malé Chvojno, okres Ústí nad Labem",usti-nad-labem,"rodinne-domy
",3 600 000 Kč za nemovitost,30.09.2022,Cihlová,Před rekonstrukcí,Samostatný,Patrový,2,269.0,700,,1314.0,,,Ihned,,,,"Septik, Jímka",,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0,RE/MAX G8 Reality,2283.3571428571427,1095,Nothing,,,Okraj obce,,,,,,1927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7437738,14.0223948,3600000,,,,,
3718,https://www.sreality.cz/detail/prodej/dum/chata/praha-velka-chuchle-k-visnovemu-sadu/255305292,"K višňovému sadu, Praha 5 - Velká Chuchle",praha-5,"chaty
",3 650 000 Kč za nemovitost,17.10.2022,Smíšená,Velmi dobrý,Samostatný,Přízemní,,25.0,25,,300.0,,,,,,,,,,,,1,Bidli,1627.842105263158,3887,Nothing,,,Klidná část obce,,,,0.0,,,,,,,,3 650 000 Kč za nemovitost,3 850 000 Kč,,,,,,,,,,,,,,,,,,,,,50.0006159,14.373908,3650000,,,,,
3960,https://www.sreality.cz/detail/prodej/dum/vila/praha-kyje-herdovska/3700283212,"Herdovská, Praha 9 - Kyje",praha-9,"vily
",32 000 000 Kč za nemovitost,17.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,4,115.0,325,325.0,735.0,620.0,,Ihned,"Dálkový vodovod, Studna",Ústřední plynové,Plynovod,Veřejná kanalizace,"Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,,Petr Hejda - QARA s.r.o.,1200.3809523809523,4142,Nothing,"230V, 400V",,,2.0,,,,,,"Internet, Satelit, Kabelové rozvody",,,,,,,,,,,,,,,,,,,,,,,,,,,50.094336,14.5355264,32000000,,,,,
1652,https://www.sreality.cz/detail/prodej/dum/rodinny/jiretin-pod-jedlovou-jiretin-pod-jedlovou-tyrsova/1850054220,"Tyršova, Jiřetín pod Jedlovou",decin,"rodinne-domy
",3 450 000 Kč za nemovitost,18.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Přízemní,2 včetně 1 podzemního,,195,,583.0,,1,,Dálkový vodovod,Lokální tuhá paliva,Plynovod,Septik,"Vlak, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0.0,0,NEXT REALITY ČESKÁ LÍPA,2092.0526315789475,1729,Pomůžeme s financováním.,400V,,Klidná část obce,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8733531,14.5751091,3450000,,,,,
4755,https://www.sreality.cz/detail/prodej/dum/rodinny/dirna-lzin-/2352145996,"Dírná - Lžín, okres Tábor",tabor,"rodinne-domy
",6 800 000 Kč za nemovitost,21.07.2022,Smíšená,Dobrý,,Přízemní,,,75,,3975.0,,1,,"Dálkový vodovod, Studna","Lokální tuhá paliva, Ústřední elektrické",,Veřejná kanalizace,Autobus,Neupravená,,,,Nemovitosti s radostí,2826.8,4971,"Vč. provize, poplatků a právního servisu","230V, 400V",,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2276117,14.7967175,6800000,,,,,
5844,https://www.sreality.cz/detail/prodej/dum/rodinny/cerveny-kostelec-cerveny-kostelec-17--listopadu/3040634444,"17. listopadu, Červený Kostelec",nachod,"rodinne-domy
",4 990 000 Kč za nemovitost,27.09.2022,Cihlová,Dobrý,Řadový,Patrový,3 včetně 1 podzemního,137.0,250,250.0,620.0,457.0,25 m2,,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Silnice",Asfaltová,,0.0,,Reality TU,486.75,6112,Financování hypotečním úvěrem pro Vás zajistíme bezplatně a s garancí vrácení rezervační zálohy!,"230V, 400V",,Centrum obce,3.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4810555,16.0803488,4990000,,,,,
